state,crag,region_1,region_2,example_location,x,y,n,n_boulder,n_routes,mean_rating,median_rating
Texas,Texas > Nolan River > 00,Nolan River,Big and Tall Boulder,-,-97.40524285714285,32.148851428571426,7,7,1,2.1857142857142855,2
New York,New York > North County Trail Bouldering > 00,North County Trail Bouldering,Brain Boulder,-,-73.81158,41.09836,1,1,0,3,3
Idaho,Idaho > North Idaho > 00,North Idaho,Boundary County Climbing Areas,Ball Creek Wall,-116.38320666666667,48.8641,6,0,6,2.583333333333333,2.5999999999999996
Idaho,Idaho > North Idaho > 01,North Idaho,Cedar Boulders,-,-116.51246,47.33732,1,1,0,2.5,2.5
Idaho,Idaho > North Idaho > 02,North Idaho,Daveggio Knob,2 Rocks,-116.02208,47.19716,1,1,0,2,2
Idaho,Idaho > North Idaho > 03,North Idaho,Hells Gate,Eastside,-117.037505,46.3428325,4,0,4,2.75,2.7
Idaho,Idaho > North Idaho > 04,North Idaho,Kittle Rocks,-,-116.5975,47.26954,1,1,0,3,3
Idaho,Idaho > North Idaho > 05,North Idaho,Laclede,East Pull Out,-116.79473333333334,48.157603333333334,3,0,3,2.9,3
Idaho,Idaho > North Idaho > 06,North Idaho,Moscow Area Bouldering,Moscow Mountain Bouldering,-116.885085,46.811965,4,4,0,2.45,2.4
Idaho,Idaho > North Idaho > 07,North Idaho,Old River Road,-,-116.03105,47.66127,1,0,1,4,4
Idaho,Idaho > North Idaho > 08,North Idaho,Q'Emiln Park,Garden Boulder,-116.9613236,47.7028928,25,7,18,2.7,2.7
Idaho,Idaho > North Idaho > 09,North Idaho,The Selkirk Crest,Lion Creek Drainage,-116.73151,48.75818,1,0,1,3.3,3.3
Idaho,Idaho > North Idaho > 10,North Idaho,Tubbs Hill,Bedrock Boulders,-116.7796109090909,47.66492090909091,11,11,0,2.7818181818181817,2.5
Massachusetts,Massachusetts > North Shore > 00,North Shore,Cape Ann,Dogtown,-70.854518815331,42.553471742160276,287,280,7,2.442857142857143,2.3
Massachusetts,Massachusetts > North Shore > 01,North Shore,Scotland Boulder aka Haystack Boulder,-,-70.9222,42.7815,4,4,0,2.325,2
Arkansas,Arkansas > North-Central Arkansas > 00,North-Central Arkansas,Big Piney Region,Haw Creek,-93.19518363636364,35.72990818181818,11,6,5,2.6545454545454543,2.7
Arkansas,Arkansas > North-Central Arkansas > 01,North-Central Arkansas,Buffalo River Region,Pilots Knob,-93.21955,36.2405,1,1,0,2,2
Arkansas,Arkansas > North-Central Arkansas > 02,North-Central Arkansas,Buffalo River Region,Steel Creek - Upper Buffalo River,-93.34472,36.03554,1,0,1,3.1,3.1
Arkansas,Arkansas > North-Central Arkansas > 03,North-Central Arkansas,Cowell/Deer Area,Cowell,-93.26708296296296,35.98581629629629,81,25,56,2.482716049382716,2.5
Arkansas,Arkansas > North-Central Arkansas > 04,North-Central Arkansas,Richland Creek Area,Heaven Boulders,-93.0387147826087,35.849139130434786,23,9,14,2.6478260869565218,2.8
Arkansas,Arkansas > Northeast Arkansas Region > 00,Northeast Arkansas Region,City Rock Bluff,Adventure Supply Alley,-92.18698,36.10299,3,1,2,3.1666666666666665,3
Arkansas,Arkansas > Northeast Arkansas Region > 01,Northeast Arkansas Region,Hobo Beach,-,-91.724,35.69025272727273,11,4,7,2.809090909090909,2.8
Arkansas,Arkansas > Northeast Arkansas Region > 02,Northeast Arkansas Region,Jamestown Crag,Natural Disaster Area,-92.56493,35.09448,6,0,6,2.4166666666666665,2.4
Arkansas,Arkansas > Northeast Arkansas Region > 03,Northeast Arkansas Region,Jamestown Crag,Never Never Land,-91.7539,35.6604,6,2,4,2.3666666666666667,2.15
Arkansas,Arkansas > Northeast Arkansas Region > 04,Northeast Arkansas Region,Lone Wadi,Gunslinger Boulder,-91.994695,35.485228750000005,8,7,1,2.625,2.5
Arkansas,Arkansas > Northeast Arkansas Region > 05,Northeast Arkansas Region,Painters Bluff,-,-91.8484,35.8683,1,0,1,2,2
Arkansas,Arkansas > Northeast Arkansas Region > 06,Northeast Arkansas Region,Riverside,Hillside Boulder Area,-91.71730666666666,35.28096,3,3,0,2.1666666666666665,2
Arkansas,Arkansas > Northeast Arkansas Region > 07,Northeast Arkansas Region,The Gasfields,North Fork Cadron Creek,-92.18281176470587,35.471321764705884,17,17,0,2.511764705882353,2.5
California,California > Northeast California > 00,Northeast California,Castle Crags,Indian Springs Canyon,-122.32577,41.1667,1,0,1,2,2
Colorado,Colorado > Northeast California > 00,Northeast California,Doyle Area,Fort Sage Mountains,-120.04596599999999,40.041394,15,15,0,3.1466666666666665,3
California,California > Northeast California > 01,Northeast California,Doyle Area,Fort Sage Mountains,-120.05569,40.07242,1,0,1,2.5,2.5
California,California > Northeast California > 02,Northeast California,Lassen Area,Warner Valley,-121.3078,40.393,1,0,1,2.7,2.7
Colorado,Colorado > Northeast California > 01,Northeast California,Mount Shasta Area,Byron’s Boulder,-122.32871,41.288155,4,4,0,2.825,3
California,California > Northeast California > 03,Northeast California,Mount Shasta Area,Cantara Loop,-122.31137,41.26597,1,0,1,2.1,2.1
California,California > Northeast California > 04,Northeast California,Redding Area,Burney Limestone (aka The Shredding),-122.0024425,40.77929,4,0,4,2.325,2.3
Colorado,Colorado > Northeast California > 02,Northeast California,Redding Area,Burney Limestone (aka The Shredding),-122.00247,40.77936,1,1,1,3.1,3.1
Colorado,Colorado > Northeast California > 03,Northeast California,Redding Area,Mary Fork Boulders,-122.46938,40.74259,1,1,0,3,3
California,California > Northeast California > 05,Northeast California,Redding Area,River X,-122.50051,40.49729,2,0,2,2.15,2.15
Colorado,Colorado > Northeast California > 04,Northeast California,Susanville Area,Lone Valley Boulders,-120.69307666666666,40.24228333333333,3,3,0,3.3333333333333335,3
California,California > Northeast California > 06,Northeast California,Susanville Area,Tom's Thumb,-120.53431,40.25375,2,0,2,3.4,3.4
Colorado,Colorado > Northeast California > 05,Northeast California,The Lost Sierra,Bald Rock,-121.34652,39.647405000000006,2,2,0,2.7,2.7
Colorado,Colorado > Northeast California > 06,Northeast California,The Lost Sierra,Bucks Lake Recreation Area,-121.17701,39.87814,1,1,0,3,3
California,California > Northeast California > 07,Northeast California,The Lost Sierra,Crystal Lake,-120.88407,40.0467,1,0,1,3.5,3.5
Colorado,Colorado > Northeast California > 07,Northeast California,The Lost Sierra,Free For All Valley,-120.61975,39.59016,1,1,0,2.5,2.5
California,California > Northeast California > 08,Northeast California,The Lost Sierra,Frenchman Lake,-120.21065,39.90461,1,0,1,3,3
California,California > Northeast California > 09,Northeast California,The Lost Sierra,Grizzly Dome,-121.37331666666667,39.868925000000004,6,0,6,2.3333333333333335,2.35
Colorado,Colorado > Northeast California > 08,Northeast California,The Lost Sierra,Upper Bidwell Park,-121.74995,39.777405,2,2,0,3,3
Washington,Washington > Northeast Corner & Spokane > 00,Northeast Corner & Spokane,Spokane Area,Deep Creek,-117.55066,47.75382,1,0,1,2.3,2.3
Washington,Washington > Northeast Corner & Spokane > 01,Northeast Corner & Spokane,Spokane Area,Dishman,-117.28581249999999,47.653415,4,3,1,2.375,2.25
Washington,Washington > Northeast Corner & Spokane > 02,Northeast Corner & Spokane,Spokane Area,McLellan Rocks,-117.72487666666667,47.83579,3,1,2,2.666666666666667,2.7
Washington,Washington > Northeast Corner & Spokane > 03,Northeast Corner & Spokane,Spokane Area,McLellan Rocks,-122.17718,47.7603,1,1,0,4,4
Washington,Washington > Northeast Corner & Spokane > 04,Northeast Corner & Spokane,Spokane Area,McLellan Rocks,-117.72326285714286,47.838075714285715,7,0,7,2.057142857142857,2
Washington,Washington > Northeast Corner & Spokane > 05,Northeast Corner & Spokane,Spokane Area,Minnehaha,-117.316449,47.687199,10,9,1,2.38,2.15
Washington,Washington > Northeast Corner & Spokane > 06,Northeast Corner & Spokane,Spokane Area,Pend Oreille County Park,-117.3258,48.08355,1,0,1,2,2
Washington,Washington > Northeast Corner & Spokane > 07,Northeast Corner & Spokane,Spokane Area,Rocks of Sharon,-117.28610444444445,47.57833333333333,9,0,9,2.466666666666667,2.3
Washington,Washington > Northeast Corner & Spokane > 08,Northeast Corner & Spokane,Spokane Area,Tumtum,-117.75288916666666,47.839835,12,1,11,2.4,2.3499999999999996
Ohio,Ohio > Northeast Ohio > 00,Northeast Ohio,Beach City Wildlife Area,Main Rocks,-81.61547333333333,40.614736666666666,3,1,2,2.4,2.5
Ohio,Ohio > Northeast Ohio > 01,Northeast Ohio,Beaver Creek State Park,Raven Rocks,-80.58096,40.70683,3,0,3,2.5,2.7
Ohio,Ohio > Northeast Ohio > 02,Northeast Ohio,Berea Falls,-,-81.86573,41.37798,3,3,0,2.6666666666666665,3
Ohio,Ohio > Northeast Ohio > 03,Northeast Ohio,Cascade and Elywood Park,Cascade Park,-82.10886066666666,41.372766666666664,15,15,0,2.8533333333333335,3
Ohio,Ohio > Northeast Ohio > 04,Northeast Ohio,Chippewa Creek,Downstream,-81.61911,41.320556,25,25,0,2.692,2.7
Ohio,Ohio > Northeast Ohio > 05,Northeast Ohio,Cuyahoga Falls Glens,-,-81.49716333333333,41.120916666666666,12,12,0,2.2083333333333335,2
Ohio,Ohio > Northeast Ohio > 06,Northeast Ohio,Doan Brook,-,-81.59089,41.49237,2,2,0,2,2
Ohio,Ohio > Northeast Ohio > 07,Northeast Ohio,Logtown Stone Quarry County Park,Big Cliffs,-80.781823,40.778483,10,3,7,2.57,2.6
Ohio,Ohio > Northeast Ohio > 08,Northeast Ohio,Mill Creek MetroParks,Bears Den Cabin,-80.69394439999999,41.0839828,25,25,0,2.932,3
Ohio,Ohio > Northeast Ohio > 09,Northeast Ohio,Viaduct Park,Viaduct Park Bouldering,-81.53297,41.3846,3,3,0,2.7666666666666666,2.3
Ohio,Ohio > Northeast Ohio > 10,Northeast Ohio,West Branch State Park,Lorax Wall,-81.12055,41.12474,1,1,0,4,4
Ohio,Ohio > Northeast Ohio > 11,Northeast Ohio,Whipps Ledges,3x7 Hunka Chunka,-81.70067047619048,41.21786,21,21,0,2.2476190476190476,2
Oregon,Oregon > Northeast Oregon > 00,Northeast Oregon,Burnt River Canyon,Astronomy Tower,-117.67732333333333,44.54467416666667,12,0,12,2.3583333333333334,2
Oregon,Oregon > Northeast Oregon > 01,Northeast Oregon,Fiddlers Hell,Concert Hall,-118.12589,45.44582,1,0,1,2,2
Oregon,Oregon > Northeast Oregon > 02,Northeast Oregon,High Valley,Upper or Main Wall,-117.79186,45.21019,1,0,1,2,2
Oregon,Oregon > Northeast Oregon > 03,Northeast Oregon,Spring Mountain,-,-118.23651888888888,45.45807,9,2,7,2.6444444444444444,2.8
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 00,Northeast Ridges and Valleys,Archbald Pothole State Park,-,-75.57422,41.51214,2,2,0,2,2
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 01,Northeast Ridges and Valleys,Bauer Rock (South Mountain),Best Boulder,-75.43657,40.566658,5,5,0,2.2,2
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 02,Northeast Ridges and Valleys,Bruce Lake Bouldering,-,-75.1695,41.35335,1,1,0,3.5,3.5
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 03,Northeast Ridges and Valleys,Delaware Water Gap (PA),Mount Minsi,-75.12493,40.96097,1,0,1,2.2,2.2
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 04,Northeast Ridges and Valleys,Emmaus Boulders,Main Area,-75.47605,40.54789,4,4,0,2.3,2.35
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 05,Northeast Ridges and Valleys,Eppley Island,Eppley Island South Face,-75.23169999999999,41.50609,2,2,0,2.65,2.65
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 06,Northeast Ridges and Valleys,Lehigh Gorge State Park,Glen Onoko,-75.76236666666667,40.884366666666665,3,1,2,2.2333333333333334,2.3
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 07,Northeast Ridges and Valleys,Mocanaqua (aka Shickshinny),Squirrel Rock,-76.10169222222223,41.159615555555554,9,7,2,2.422222222222222,2.4
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 08,Northeast Ridges and Valleys,Nay Aug Park,-,-75.639,41.4019,3,3,0,2.6666666666666665,3
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 09,Northeast Ridges and Valleys,Ricketts Glen State Park,Ricketts Glen Bouldering,-76.3071,41.3366,2,2,0,2,2
Pennsylvania,Pennsylvania > Northeast Ridges and Valleys > 10,Northeast Ridges and Valleys,White Deer Lake Bouldering,Cave Boulder,-75.13178,41.411316666666664,3,3,0,2.2666666666666666,2.3
Utah,Utah > Northeast Utah > 00,Northeast Utah,Desolation Canyon,Rock Creek,-110.01921,39.61651,2,1,1,3,3
Utah,Utah > Northeast Utah > 01,Northeast Utah,Flaming Gorge,Cart Bridge Boulders,-109.43362400000001,40.91276,5,5,0,2.2,2
Utah,Utah > Northeast Utah > 02,Northeast Utah,Flaming Gorge,Sheep Creek - Windy Ridge,-109.780485,40.89878,2,0,2,2.75,2.75
Utah,Utah > Northeast Utah > 03,Northeast Utah,Uinta Mountains,Bald Mountain,-110.8927219047619,40.72002476190476,21,1,20,2.5095238095238095,2.4
Utah,Utah > Northeast Utah > 04,Northeast Utah,Uinta Mountains,Scout Lake,-110.511,40.7473,1,0,1,3,3
Utah,Utah > Northeast Utah > 05,Northeast Utah,Uinta Mountains,Stone Garden,-110.87912,40.74985,2,0,2,2.3,2.3
Utah,Utah > Northeast Utah > 06,Northeast Utah,Vernal Area,Ashley Creek Bouldering,-109.68661333333333,40.584783333333334,3,2,1,2.466666666666667,2
Utah,Utah > Northeast Utah > 07,Northeast Utah,Vernal Area,East Battle Ship,-109.55608285714285,40.538920000000005,7,1,6,2.557142857142857,2.5
Arizona,Arizona > Northern Arizona > 00,Northern Arizona,*Northern AZ Bouldering*,*Flagstaff Bouldering*,-111.61299172413793,35.13356896551724,116,116,0,2.714655172413793,2.7
Arizona,Arizona > Northern Arizona > 01,Northern Arizona,*Northern AZ Bouldering*,*Flagstaff Bouldering*,-111.3538,35.2526,2,2,0,2.5,2.5
Arizona,Arizona > Northern Arizona > 02,Northern Arizona,*Northern AZ Bouldering*,*Flagstaff Bouldering*,-111.70245,34.88386,1,1,0,2,2
Arizona,Arizona > Northern Arizona > 03,Northern Arizona,*Northern AZ Bouldering*,*Flagstaff Bouldering*,-111.6385,35.186973333333334,6,6,0,2.3833333333333333,2.25
Arizona,Arizona > Northern Arizona > 04,Northern Arizona,*Northern AZ Bouldering*,*Sedona Bouldering*,-111.74754214285714,34.878495,14,14,0,2.857142857142857,3
Arizona,Arizona > Northern Arizona > 05,Northern Arizona,*Northern AZ Bouldering*,Antelope Pass,-111.63343,36.65853,1,1,0,2.5,2.5
Arizona,Arizona > Northern Arizona > 06,Northern Arizona,*Northern AZ Bouldering*,Blue Ridge Reservoir,-111.21906666666666,34.5519,3,3,0,3.3333333333333335,3
Arizona,Arizona > Northern Arizona > 07,Northern Arizona,*Northern AZ Bouldering*,Grand Canyon Bouldering,-112.92206,36.25958,1,1,0,3.7,3.7
Arizona,Arizona > Northern Arizona > 08,Northern Arizona,*Northern AZ Bouldering*,Grand Canyon Bouldering,-111.92394,36.00575,1,1,0,2.5,2.5
Arizona,Arizona > Northern Arizona > 09,Northern Arizona,*Northern AZ Bouldering*,Grand Canyon Bouldering,-112.174502,36.031652,5,5,0,2.46,2.3
Arizona,Arizona > Northern Arizona > 10,Northern Arizona,*Northern AZ Bouldering*,Page Bouldering,-111.45354,36.93605,1,1,0,2,2
Arizona,Arizona > Northern Arizona > 11,Northern Arizona,*Northern AZ Bouldering*,The Center Pinche Area,-112.0517,35.0665,1,1,0,3,3
Arizona,Arizona > Northern Arizona > 12,Northern Arizona,*Northern AZ Bouldering*,West Clear Creek,-111.41756333333333,34.55342666666667,3,3,0,4,4
Arizona,Arizona > Northern Arizona > 13,Northern Arizona,*Northern AZ Bouldering*,Woodruff,-110.01709,34.74062,3,3,0,2.3333333333333335,2
Arizona,Arizona > Northern Arizona > 14,Northern Arizona,Central Mogollon Rim,Thirteen Mile Rock,-111.67743,34.50376,1,0,1,3,3
Arizona,Arizona > Northern Arizona > 15,Northern Arizona,Flagstaff Area,Griffith Springs,-111.64986458333334,35.188082916666666,24,4,20,2.3333333333333335,2.3
Arizona,Arizona > Northern Arizona > 16,Northern Arizona,Grand Canyon,Bright Angel Walls,-112.147345,36.059,2,0,2,2.15,2.15
Arizona,Arizona > Northern Arizona > 17,Northern Arizona,Kingman Area,Beale St Wall,-114.08629875,35.20513,8,0,8,2.8,2.8
Arizona,Arizona > Northern Arizona > 18,Northern Arizona,Kingman Area,Black Mountains - Golden Valley,-114.32932,35.161356,10,0,10,2.45,2.3499999999999996
Arizona,Arizona > Northern Arizona > 19,Northern Arizona,Kingman Area,Hualapai Mountains,-113.88185,35.09838,1,1,0,3,3
Arizona,Arizona > Northern Arizona > 20,Northern Arizona,Kingman Area,McNutt Climbing area,-114.346195,35.164635000000004,4,0,4,2.5,2.5
Arizona,Arizona > Northern Arizona > 21,Northern Arizona,Kingman Area,Ringbolt Hot Springs and White Rock Canyon,-114.72047,35.96654,2,2,0,2,2
Arizona,Arizona > Northern Arizona > 22,Northern Arizona,Oak Creek Canyon,Fire Wall,-111.76937600000001,34.895252,15,1,15,2.566666666666667,2.6
Arizona,Arizona > Northern Arizona > 23,Northern Arizona,The Arizona Strip,Lime Kiln Canyon,-114.005858,36.657476,5,0,5,2.42,2.5
Arizona,Arizona > Northern Arizona > 24,Northern Arizona,The Arizona Strip,Virgin River Gorge,-113.834475,36.92637,2,0,2,2.6,2.6
Arizona,Arizona > Northern Arizona > 25,Northern Arizona,Williams Area,Bill Williams Mountain,-112.205,35.2003,1,0,1,2,2
Arizona,Arizona > Northern Arizona > 26,Northern Arizona,Winslow Area- Hwy’s 87 & 99 Corridors,East Clear Creek,-110.65883833333334,34.95854333333333,12,12,0,2.75,2.75
Arizona,Arizona > Northern Arizona > 27,Northern Arizona,Winslow Area- Hwy’s 87 & 99 Corridors,Jacks Canyon,-111.09878933333333,34.702438666666666,15,0,15,2.433333333333333,2.3
Wisconsin,Wisconsin > Northern Highlands > 00,Northern Highlands,Chute Pond County Park,Dam Boulders,-88.45001416666666,45.132895,12,12,0,2.5,2.5
Wisconsin,Wisconsin > Northern Highlands > 01,Northern Highlands,Dave's Falls County Park,Aberdeen Quarry (North),-87.99171,45.49602333333333,3,3,0,2.7666666666666666,3
Wisconsin,Wisconsin > Northern Highlands > 02,Northern Highlands,Grimm Rocks,-,-89.78669,45.31029,1,1,0,4,4
Wisconsin,Wisconsin > Northern Highlands > 03,Northern Highlands,Hagar Mountain,Hagar Mountain (North),-88.41625666666667,45.202753333333334,6,6,0,2.5666666666666664,2.5
Wisconsin,Wisconsin > Northern Highlands > 04,Northern Highlands,Monico Boulders,-,-89.16461,45.54011,1,1,0,2.5,2.5
Wisconsin,Wisconsin > Northern Highlands > 05,Northern Highlands,"Mountain, WI Bouldering Area",-,-88.37272666666667,45.21415333333333,3,3,0,2.6666666666666665,2
Wisconsin,Wisconsin > Northern Highlands > 06,Northern Highlands,Rib Mountain,Emperor's Boulder,-89.69491000000001,44.92069866666667,15,15,0,2.62,2.4
West Virginia,West Virginia > Northern WV > 00,Northern WV,Cheat Canyon,Beaver Hollow,-79.80564128,39.64657768,250,249,1,2.566,2.5
West Virginia,West Virginia > Northern WV > 01,Northern WV,Northern Panhandle,Bear Rock Lake Bouldering (Wheeling),-80.612828,40.05689,5,5,0,2.36,2.3
West Virginia,West Virginia > Northern WV > 02,Northern WV,Northern Panhandle,Tomlinson Run State Park,-80.57326,40.53907,2,2,0,2.75,2.75
West Virginia,West Virginia > Northern WV > 03,Northern WV,Valley Falls State Park,East Boulders,-80.0876552173913,39.39765913043478,23,23,0,2.5304347826086957,2
Wisconsin,Wisconsin > Northwest > 00,Northwest,Apostle Islands,Hermit Island,-90.65558,46.80970833333333,6,6,0,2.716666666666667,2.65
Wisconsin,Wisconsin > Northwest > 01,Northwest,Blue Hills,The Penokean Wall,-91.50176,45.4744,2,2,0,2.25,2.25
Wisconsin,Wisconsin > Northwest > 02,Northwest,Bob's Rock,-,-90.99503,46.29544,2,2,0,2,2
Wisconsin,Wisconsin > Northwest > 03,Northwest,Interstate Park,777 & Hatchet,-92.6504948275862,45.397336206896554,29,29,0,2.4517241379310346,2.2
Wisconsin,Wisconsin > Northwest > 04,Northwest,Old Grade Road Bouldering,Boulder 81,-91.01053125,46.3125575,8,8,0,2.5,2
Wisconsin,Wisconsin > Northwest > 05,Northwest,Willow River State Park,-,-92.67417,45.0196,1,0,1,2,2
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 00,Northwest Arkansas (NWA) Region,Area 74,Cave Roof,-93.6763,36.0364,1,1,0,2,2
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 01,Northwest Arkansas (NWA) Region,Beaver Lake,Beaver Lake DWS,-94.02094,36.34427,1,1,0,3,3
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 02,Northwest Arkansas (NWA) Region,Bigfoot Hollow,Area 51,-93.87724857142857,35.64049857142857,7,4,3,3.1,3
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 03,Northwest Arkansas (NWA) Region,Crystal Cave,-,-94.43317,36.33507,2,2,0,2.15,2.15
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 04,Northwest Arkansas (NWA) Region,DeSoto Bouldering Area,-,-93.68326,35.68708,3,3,0,2.6666666666666665,3
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 05,Northwest Arkansas (NWA) Region,Devils canyon,-,-94.010565,35.617761,10,1,9,2.6,2.7
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 06,Northwest Arkansas (NWA) Region,Fitzgerald Mountain,Fitzgerald North,-94.10576807692308,36.20674807692308,26,9,17,2.3423076923076924,2.3
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 07,Northwest Arkansas (NWA) Region,Lake Lincoln,Cundalini Boulder,-94.42111137931035,35.999645517241376,29,15,15,2.3310344827586205,2.2
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 08,Northwest Arkansas (NWA) Region,Mount Sequoyah Bouldering,-,-94.13539,36.06817,2,2,0,2,2
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 09,Northwest Arkansas (NWA) Region,Shepherd Springs,Main Bluffline,-94.10652,35.70713,3,0,3,2.2333333333333334,2.3
Arkansas,Arkansas > Northwest Arkansas (NWA) Region > 10,Northwest Arkansas (NWA) Region,Webber Mountain aka East Mountain,The Playground Wall,-94.09343,36.18439,2,0,2,2,2
Maryland,Maryland > Northwest Branch > 00,Northwest Branch,Curtain Call Boulder,-,-77.00130361111111,39.02764833333333,36,36,0,2.3027777777777776,2.2
Colorado,Colorado > Northwest California > 00,Northwest California,*Northwest California Bouldering,Dry Lagoon,-124.11984777777778,41.10807,9,9,0,2.7888888888888888,2.7
Colorado,Colorado > Northwest California > 01,Northwest California,*Northwest California Bouldering,Shelter Cove,-124.07973,40.0649,2,2,0,3,3
California,California > Northwest California > 00,Northwest California,Chezem Cliffs,South Face,-123.73563250000001,40.85790625,8,0,8,2.5375,2.5
Colorado,Colorado > Northwest California > 02,Northwest California,Cold Springs,Split Rock,-123.717755,40.834545,2,2,0,3.55,3.55
Colorado,Colorado > Northwest California > 03,Northwest California,Cortizone Corner,-,-123.09676,40.76099,1,1,0,3,3
California,California > Northwest California > 01,Northwest California,Footsteps Rock,North Rock,-124.10154875,41.57564625,8,0,8,2.525,2.15
California,California > Northwest California > 02,Northwest California,Land Of The Lost,Pinch Me Wall,-123.712026,40.854084,5,0,5,2.48,2.6
California,California > Northwest California > 03,Northwest California,Lover's Leap (Limestone),45 Wall,-122.69244666666667,41.36208,3,0,3,2.566666666666667,2.6
California,California > Northwest California > 04,Northwest California,Luffenholtz Beach,North Luffenholtz Beach,-124.12284,41.04433,1,0,1,2.3,2.3
California,California > Northwest California > 05,Northwest California,Marble Caves,1. Poison Garden,-123.32999666666666,40.3939,3,0,3,2.3666666666666667,2.1
California,California > Northwest California > 06,Northwest California,New Earth Towers,2. The Kitty Catwalk,-123.7279,40.97881,1,0,1,2,2
California,California > Northwest California > 07,Northwest California,Promontory,Abyss Boulder,-124.1050125,41.6063775,4,0,4,2.625,2.4000000000000004
California,California > Northwest California > 08,Northwest California,So-So Grotto,Main Wall,-123.51012333333333,40.77850666666667,3,0,3,1.9666666666666666,2
Colorado,Colorado > Northwest California > 04,Northwest California,The Hayfork Haven,-,-123.1,40.50019,1,1,0,3,3
Ohio,Ohio > Northwest Ohio > 00,Northwest Ohio,Sawyer Quarry Nature Preserve,West Wall - Bouldering,-83.56545,41.54355,6,6,0,2.5166666666666666,2.55
Montana,Montana > Northwest Region > 00,Northwest Region,Bad Rock Canyon,-,-114.10253,48.38554,8,8,0,2.1625,2
Montana,Montana > Northwest Region > 01,Northwest Region,Bass Creek,-,-114.15912666666667,46.54005,3,0,3,2.6666666666666665,2.8
Washington,Washington > Northwest Region > 00,Northwest Region,Bellingham and Mt Baker Hwy,Baker Crags,-121.82832,48.90605,2,0,2,2.95,2.95
Washington,Washington > Northwest Region > 01,Northwest Region,Bellingham and Mt Baker Hwy,Bellingham Area,-122.46405,48.64387761904762,21,14,7,2.6333333333333333,2.6
Washington,Washington > Northwest Region > 02,Northwest Region,Bellingham and Mt Baker Hwy,Bellingham Area,-122.20892,48.82004,1,0,1,2,2
Washington,Washington > Northwest Region > 03,Northwest Region,Bellingham and Mt Baker Hwy,Bellingham Area,-122.482122,48.726076666666664,15,12,3,2.72,2.7
Montana,Montana > Northwest Region > 02,Northwest Region,Blackleaf Canyon,Blow-Hard Wall,-112.71187499999999,48.00701,4,0,4,2.825,2.8
Washington,Washington > Northwest Region > 04,Northwest Region,Darrington and Mountain Loop Hwy,Bedal Basin (Bedal Boulder),-121.35197571428571,48.09144571428572,7,7,0,2.8714285714285714,3
Washington,Washington > Northwest Region > 05,Northwest Region,Darrington and Mountain Loop Hwy,Darrington,-121.61707,48.15921,1,0,1,2.9,2.9
Washington,Washington > Northwest Region > 06,Northwest Region,Darrington and Mountain Loop Hwy,Darrington,-121.42860375000001,48.06586125,8,2,6,2.25,2
Montana,Montana > Northwest Region > 03,Northwest Region,Elk Meadows,Funk Rock,-114.37422,46.66839,1,0,1,2.6,2.6
Montana,Montana > Northwest Region > 04,Northwest Region,Gash Creek,Zig-Zag Crag,-114.25742,46.40974,1,0,1,3,3
Montana,Montana > Northwest Region > 05,Northwest Region,Giant Springs State Park,Bucktooth Wall,-111.22869333333333,47.53395333333333,3,3,0,2.2666666666666666,2
Montana,Montana > Northwest Region > 06,Northwest Region,Glacier National Park,Belton Bridge at Glacier National Park,-113.97018,48.49959,1,1,0,3,3
Montana,Montana > Northwest Region > 07,Northwest Region,Holland Falls,-,-113.57538,47.45105,1,1,0,2,2
Washington,Washington > Northwest Region > 07,Northwest Region,Hwy 20 and North Cascades National Park,North Cascades,-120.64594,48.513495000000006,2,0,2,2.15,2.15
Washington,Washington > Northwest Region > 08,Northwest Region,Hwy 20 and North Cascades National Park,Other Skagit Valley Crags,-122.035296,48.452328,10,2,8,2.55,2.45
Washington,Washington > Northwest Region > 09,Northwest Region,Hwy 20 and North Cascades National Park,Upper Skagit Valley,-121.24374,48.67782,1,0,1,2.1,2.1
Washington,Washington > Northwest Region > 10,Northwest Region,Hwy 20 and North Cascades National Park,Walker Valley and Lake Cavanaugh Rd Crags,-122.08545666666667,48.35872666666667,3,2,1,2.533333333333333,2.5
Montana,Montana > Northwest Region > 08,Northwest Region,Kila Crags,Psychology Wall,-114.498155,48.099410000000006,2,0,2,1.95,1.95
