route_id,route,location,url,avg_stars,rating,rating_simple,rating_int,pitches,length,x,y,region_1,region_2,region_3,region_4,x_diff,y_diff,description,protection,text,feature_tags,good_tags,other_tags,bad_tags,skill,bad_ind,good_ind,fun_ind,pretty_ind,boulder_ind,rope_ind,tr_ind,trad_ind,sport_ind
110718849,Scrambled Leggs,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110718849/scrambled-leggs,2.5,5.9-,5.9,9,1,40,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Start to the left of NOVA on the same wall.  #1. Climb the wall to a to a series of right facing flakes which start about 25 ft. up the wall. (40 ft.),med and med/large chocks mostly..,scrambled leggs: start to the left of nova on the same wall.  #1. climb the wall to a to a series of right facing flakes which start about 25 ft. up the wall. (40 ft.),flake,-,-,-,-,0,0,0,0,0,1,0,1,0
110718482,A Better Way,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110718482/a-better-way,3,5.9-,5.9,9,1,120,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Start about 40 feet left of the Thais Corner near a large tree.  #1. Scramble up and left to a ledge. Continue up and left to the top of the ledge system and setup a belay by a small pine.  #2. Climb the lichen covered face to a dished out area. Move up a crack systemthru a bulge. After the bulge climb the face to a belay near the start of the big pitch of Greenwall. (50 ft.) Finish on Greenwall.,med and med/large chocks mostly..,a better way: start about 40 feet left of the thais corner near a large tree.  #1. scramble up and left to a ledge. continue up and left to the top of the ledge system and setup a belay by a small pine.  #2. climb the lichen covered face to a dished out area. move up a crack systemthru a bulge. after the bulge climb the face to a belay near the start of the big pitch of greenwall. (50 ft.) finish on greenwall.,"crack, face, ledge",-,-,-,-,0,0,0,0,0,1,0,1,0
110715680,By Pass,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110715680/by-pass,3,5.7,5.7,7,2,150,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Start at the main crack pitch of Conn's West.  #1. Climb the main corner pitch of Cann's West for about 25 feet until it is possible to angle up and left toward the roofs of Westpole. Continue to angle left and belay at the tree that marks the end of Thais Escape (100 ft.)  #2. Climb a crack to the sloping ledge above, then move right and finish on Westpole Direct Finish. (50 ft.)",med and med/large chocks mostly..,"by pass: start at the main crack pitch of conn's west.  #1. climb the main corner pitch of cann's west for about 25 feet until it is possible to angle up and left toward the roofs of westpole. continue to angle left and belay at the tree that marks the end of thais escape (100 ft.)  #2. climb a crack to the sloping ledge above, then move right and finish on westpole direct finish. (50 ft.)","crack, ledge, roof",-,-,-,-,0,0,0,0,0,1,0,1,0
110715434,The Bite,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110715434/the-bite,3,5.8+,5.8,8,2,110,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Start just to the left of Le Gourmet Direct beneath an inside corner.  #1. Climb the corner to the ledge (75 ft.)  #2. Continue straight up the face to the large ledge. (35 ft.),med and med/large chocks mostly..,the bite: start just to the left of le gourmet direct beneath an inside corner.  #1. climb the corner to the ledge (75 ft.)  #2. continue straight up the face to the large ledge. (35 ft.),"face, ledge",-,-,-,-,0,0,0,0,0,1,0,1,0
113316487,Conn's West Corner Start,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/113316487/conns-west-corner-start,2.8,5.7,5.7,7,1,60,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"A rather overlooked option to an old classic.  It's also a good way to slip past the masses on Conn's West/Old Man's.  Instead of going up the big flake pitch of Conn's West, move right on Old Man's to the next corner/dihedral.  Climb the corner, passing two trees (stay left when you pass the trees).  You'll top out the corner near the big tree that's just right of the Conn's West bolted rap station.  Crux is towards the top.","Takes passive gear well, but nothing special needed.","conn's west corner start: a rather overlooked option to an old classic.  it's also a good way to slip past the masses on conn's west/old man's.  instead of going up the big flake pitch of conn's west, move right on old man's to the next corner/dihedral.  climb the corner, passing two trees (stay left when you pass the trees).  you'll top out the corner near the big tree that's just right of the conn's west bolted rap station.  crux is towards the top.","crux, dihedral, flake","classic, good",-,-,-,0,1,0,0,0,1,0,1,0
107746890,Cast of Thousands,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/107746890/cast-of-thousands,2.4,5.10a,5.10a,10,4,200,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
110718838,NOVA,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110718838/nova,2.3,5.8+,5.8,8,1,40,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,To the left and below where the Gendarme used to be is a short wall mentioned in Banana. Start below a pine tree that is used to rappel.  #1. Climb the shallow inside corner straight up to the pine tree. (35 ft.),med and med/large chocks mostly..,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0
110715815,Pleasant Overhangs - Variation: Direct Start,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110715815/pleasant-overhangs-variation-direct-start,2.2,5.9,5.9,9,1,60,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Climb up the obvious flake that leads to the roof near its midpoint. There is a bolt that may or may not be there. (60 ft.),med and med/large chocks mostly..,pleasant overhangs - variation: direct start: climb up the obvious flake that leads to the roof near its midpoint. there is a bolt that may or may not be there. (60 ft.),"flake, roof",-,-,-,-,0,0,0,0,0,1,0,1,0
109580796,Gendarme Direct,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/109580796/gendarme-direct,2,5.8,5.8,8,1,25,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Climb no longer exists, it was a beautiful climb up the west face of the Gendarme.Start same as The Gendarme (see more info).Climb the poorly protected West Face of the Gendarme via a flake.Was crazy in windy conditions..",Some fixed bolts with huge gaps..,"gendarme direct: climb no longer exists, it was a beautiful climb up the west face of the gendarme.start same as the gendarme (see more info).climb the poorly protected west face of the gendarme via a flake.was crazy in windy conditions..","face, flake",beautiful,-,-,-,0,1,0,1,0,1,0,1,0
109580784,The Gendarme South Face,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/109580784/the-gendarme-south-face,2,5.9,5.9,9,1,25,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Spectacular climb that is no longer there. See The Gendarme for more information.  Climb the south face of the Gendarme. 25 feet,Was all fixed bolts.  Same rappel as The Gendarme,the gendarme south face: spectacular climb that is no longer there. see the gendarme for more information.  climb the south face of the gendarme. 25 feet,face,-,-,-,-,0,0,0,0,0,1,0,1,0
107834255,Clarke's Climb,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/107834255/clarkes-climb,2.6,5.9,5.9,9,3,120,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"P1: Start right of the base of West Pole, and climb the left-facing corner to a point that is at the climber's right side of the West Pole roofs (70 feet).  P2: Move up and right, over the corner (not through the roof), stepping onto the West Face. Move up easier moves to the small tree above (25 feet).  P3: Move up and left to join the last pitch of West Pole (25 feet).",Regular Seneca Rack. There's good protection in the roof on P2 to protect the corner move.,"clarke's climb: p1: start right of the base of west pole, and climb the left-facing corner to a point that is at the climber's right side of the west pole roofs (70 feet).  p2: move up and right, over the corner (not through the roof), stepping onto the west face. move up easier moves to the small tree above (25 feet).  p3: move up and left to join the last pitch of west pole (25 feet).","face, roof",easier,-,-,-,0,1,0,0,0,1,0,1,0
107416615,Arrested Mental Development 'AMD',Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/107416615/arrested-mental-development-amd,2,5.9+ PG13,5.9,9,1,150,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"This climb starts after the second pitch of Pleasant Overhang. Traverse right past the pin onto the exposed face above the Pleasant O roof. Keep traversing until you see a bolt about 20' over your head. Climb to the bolt, keep climbing straight up past small wires to ledge with two bolt anchor. 2nd Pitch:  Climb straight up past nominal protection for 60', small wires & brass to 2 bolt anchor. 2 ropes needed for second rappel .",small wires 1 bolt brass,"arrested mental development 'amd': this climb starts after the second pitch of pleasant overhang. traverse right past the pin onto the exposed face above the pleasant o roof. keep traversing until you see a bolt about 20' over your head. climb to the bolt, keep climbing straight up past small wires to ledge with two bolt anchor. 2nd pitch:  climb straight up past nominal protection for 60', small wires & brass to 2 bolt anchor. 2 ropes needed for second rappel .","exposed, face, ledge, roof, traverse",-,-,-,-,0,0,0,0,0,1,0,1,0
200824585,Horrendous Traverse,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/200824585/horrendous-traverse,2,5.7,5.7,7,2,60,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Starts from the top of Tripple S, drop down about 15' then traverse left across the Face of A Thousand Pitons.  The traverse is about level with the chockstone on Agony.  Set a belay on the outside corner.  A second pitch takes you around to Old Man's route.",Standard Seneca Rack,"horrendous traverse: starts from the top of tripple s, drop down about 15' then traverse left across the face of a thousand pitons.  the traverse is about level with the chockstone on agony.  set a belay on the outside corner.  a second pitch takes you around to old man's route.","face, traverse",-,-,-,-,0,0,0,0,0,1,0,1,0
201479435,West Pole Direct Start,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/201479435/west-pole-direct-start,3,5.7 R,5.7,7,1,90,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Start at the base of Old Man's Route and climb straight up using the discontinuous crack system to aim for the West Pole belay/rappel bolts. The lower and easier part of the climb has very little gear but you can get some up higher where the climbing is a little more difficult. The crux moves do come above a ledge with some ankle-breaker potential.This route is nice for when you want to climb West Pole or one of the neighboring routes but there is a party epicing on the first pitch of Old Man's Route.,Mostly small cams,west pole direct start: start at the base of old man's route and climb straight up using the discontinuous crack system to aim for the west pole belay/rappel bolts. the lower and easier part of the climb has very little gear but you can get some up higher where the climbing is a little more difficult. the crux moves do come above a ledge with some ankle-breaker potential.this route is nice for when you want to climb west pole or one of the neighboring routes but there is a party epicing on the first pitch of old man's route.,"crack, crux, ledge","easier, nice",difficult,-,-,0,1,0,0,0,1,0,1,0
126586250,Green Dragon,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/126586250/green-dragon,3,5.10- R,5.10a,10,1,90,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Begin by climbing the initial corner of Green Wall to gain the large ledge below the route’s namesake. From here, climb the dark left-facing corner on the left-hand side of the ledge. Follow the corner to a small roof that can be pulled on the left side. Once above the roof climb a crack in a shallow left-facing dihedral until it ends. When the crack ends continue up the face through a long runout on insecure 5.10-. Eventually the face will merge with Gunsight. Finish on Gunsight. It is highly recommended to be solid at the grade for this route.",".1-3, doubles of .3-.5, stoppers, tri-cams, no anchor","green dragon: begin by climbing the initial corner of green wall to gain the large ledge below the route’s namesake. from here, climb the dark left-facing corner on the left-hand side of the ledge. follow the corner to a small roof that can be pulled on the left side. once above the roof climb a crack in a shallow left-facing dihedral until it ends. when the crack ends continue up the face through a long runout on insecure 5.10-. eventually the face will merge with gunsight. finish on gunsight. it is highly recommended to be solid at the grade for this route.","crack, dihedral, face, ledge, roof",-,-,run out,-,1,0,0,0,0,1,0,1,0
105910414,Cottonmouth - Venom,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/105910414/cottonmouth-venom,3.7,5.10,5.10,10,2,200,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Two separate routes that when linked together make for a classic outing. Begin on the Snake Face just left of the arete formed by it and the Face of a Thousand Pitons.P1: Climb the steep corners up to a nice ledge at a bolted anchor.P2: Step off the belay and climb the right-facing flakes straight up to bolt anchors.  From this point you have a two options to continue:  Move right and finish on Marshall's/Cottonmouth.  Move out left and follow the left leaning upper crack of The Viper to the anchors at the top of Old Man's Route.,Standard rack.,cottonmouth - venom: two separate routes that when linked together make for a classic outing. begin on the snake face just left of the arete formed by it and the face of a thousand pitons.p1: climb the steep corners up to a nice ledge at a bolted anchor.p2: step off the belay and climb the right-facing flakes straight up to bolt anchors.  from this point you have a two options to continue:  move right and finish on marshall's/cottonmouth.  move out left and follow the left leaning upper crack of the viper to the anchors at the top of old man's route.,"arete, crack, face, flake, ledge","classic, nice",-,-,-,0,1,0,0,0,1,0,1,0
110715391,Breakneck Direct,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110715391/breakneck-direct,3.2,5.10b,5.10b,10,1,80,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Originally called 'Breakneck Direct' but some later starting callng it by many other names. Anyone that has been there can easily see where the original name comes from. I have named it by its original name to honor those that first climbed it and the name that they gave it then..   Start 20 feet right of Breakneck below a crack that splits the face.  #1. Climb the crack to the top.,Standard rack.,breakneck direct: originally called 'breakneck direct' but some later starting callng it by many other names. anyone that has been there can easily see where the original name comes from. i have named it by its original name to honor those that first climbed it and the name that they gave it then..   start 20 feet right of breakneck below a crack that splits the face.  #1. climb the crack to the top.,"crack, face",-,-,-,-,0,0,0,0,0,1,0,1,0
105910403,Agony,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/105910403/agony,3.6,5.10b,5.10b,10,2,200,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Agony is the appealing crack line sandwiched between Triple S and Crack of Dawn.  Commonly done in two pitches but best as a single rope-stretcher.  Climb the face up to the crack, follow this through the overhand and into the chimney.  Belay here or follow the easier chimney to the top.",Standard rack.,"agony: agony is the appealing crack line sandwiched between triple s and crack of dawn.  commonly done in two pitches but best as a single rope-stretcher.  climb the face up to the crack, follow this through the overhand and into the chimney.  belay here or follow the easier chimney to the top.","chimney, crack, face","best, easier",-,-,-,0,1,0,0,0,1,0,1,0
113153120,Agony Til Dawn,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/113153120/agony-til-dawn,3.3,5.10b,5.10b,10,1,120,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,"Head up Agony until just above the crux bulge on Crack of Dawn, then traverse left to gain the beautiful hand crack to finish on the CoD anchors.   A great alternative to the upper chimney on Agony.   One 70m rope stretcher will get you down to ledge 5' up Triple S.","Standard Rack, emphasis on handsize","agony til dawn: head up agony until just above the crux bulge on crack of dawn, then traverse left to gain the beautiful hand crack to finish on the cod anchors.   a great alternative to the upper chimney on agony.   one 70m rope stretcher will get you down to ledge 5' up triple s.","chimney, crack, crux, ledge, traverse","beautiful, great",-,-,-,0,1,1,1,0,1,0,1,0
110718449,Pleasant Overhangs - Variation: Nowhere to Run,Seneca Rocks > South Peak - West Face > South Peak West Face (Main Area),https://www.mountainproject.com/route/110718449/pleasant-overhangs-variation-nowhere-to-run,3,5.10 PG13,5.10,10,1,60,-79.36677,38.83453,Seneca Rocks,South Peak - West Face,South Peak West Face (Main Area),NA,0,0,Scramble up ledges beneath the roof until it is possible to reach the base of the large left leaning inside corner.   Climb the corner and face to the intersection with the normal route. (60 ft.),med and med/large chocks mostly..,pleasant overhangs - variation: nowhere to run: scramble up ledges beneath the roof until it is possible to reach the base of the large left leaning inside corner.   climb the corner and face to the intersection with the normal route. (60 ft.),"face, ledge, roof",-,-,-,-,0,0,0,0,0,1,0,1,0
