route_id,field,value,info
118909299,Description,"Stand Start, Top OutFollow the flake up to the first lip. Find a hidden sidepull in the crack and finagle your way up and over just left of the point.","Description`Stand Start, Top OutFollow the flake up to the first lip. Find a hidden sidepull in the crack and finagle your way up and over just left of the point."
118909299,Location,The third flake (from left to right) on the left side of the bou,Location`The third flake (from left to right) on the left side of the bou
117114835,Description,Topout on the arete of the dirty layback boulder. #24 on the topo.,Description`Topout on the arete of the dirty layback boulder. #24 on the topo.
121412931,Description,Sit start using pockets and go straight up using small edges along the way. Top out to right of the rhododendron,Description`Sit start using pockets and go straight up using small edges along the way. Top out to right of the rhododendron
121412931,Location,Far left line.,Location`Far left line.
121412931,Protection,Pads,Protection`Pads
118797086,Description,"Sit Start, Top OutStart on the far right side of the block. Sitting on a rock get as far down as you can on the problem. Start at the ledge. Go up through jugs and horizontals to the deep hole at the top then move through the slopey top out. Find the finger bucket at the top to top out.","Description`Sit Start, Top OutStart on the far right side of the block. Sitting on a rock get as far down as you can on the problem. Start at the ledge. Go up through jugs and horizontals to the deep hole at the top then move through the slopey top out. Find the finger bucket at the top to top out."
118797086,Location,On the right side of the overhung face perpendicular with the road.,Location`On the right side of the overhung face perpendicular with the road.
118835720,Description,"This scrunched, strenuous start takes away from the quality of the original line but replaces it with difficulty. Sit start utilizing the sharp slanted rail beneath the stand start holds. Pull on using smears for feet and continue straight up.","Description`This scrunched, strenuous start takes away from the quality of the original line but replaces it with difficulty. Sit start utilizing the sharp slanted rail beneath the stand start holds. Pull on using smears for feet and continue straight up."
118835720,Location,Middle of the slab,Location`Middle of the slab
120243019,Description,Sit start under a unique set of horizontal crack features and slap up and over them to topout.,Description`Sit start under a unique set of horizontal crack features and slap up and over them to topout.
120243019,Location,This line sit starts on the left side of the uphill west arete.,Location`This line sit starts on the left side of the uphill west arete.
120243019,Protection,"You might want a pad, maybe not even.","Protection`You might want a pad, maybe not even."
118842683,Description,"Start with hands in the big crack. Move up and slightly left through a horizontal and good pocket jugs to the cryptic top out. Scope out the top to find the crimp and sloping jug that you will use to top out. Don’t top out early, go the whole way up.","Description`Start with hands in the big crack. Move up and slightly left through a horizontal and good pocket jugs to the cryptic top out. Scope out the top to find the crimp and sloping jug that you will use to top out. Don’t top out early, go the whole way up."
118842683,Location,In the corridor between the hotels. Starts with hands in the massive crack and moves up and left though the good holds.,Location`In the corridor between the hotels. Starts with hands in the massive crack and moves up and left though the good holds.
119698398,Description,Start a few more feet from Crimpers Squat. Sit start and follow edges to top and remember the tree has your spot. Top out.,Description`Start a few more feet from Crimpers Squat. Sit start and follow edges to top and remember the tree has your spot. Top out.
119698398,Location,Start with the tree just to your right,Location`Start with the tree just to your right
119698398,Protection,Pads and a human spotter,Protection`Pads and a human spotter
119826066,Description,"This is the right most line, The problem starts about 5 feet to the right of the center unnamed problem. Go up using the best holds you can and top out and down climb on the slab. If you are on the right arete you have traversed too far right and you are doing a different variation of the problem.","Description`This is the right most line, The problem starts about 5 feet to the right of the center unnamed problem. Go up using the best holds you can and top out and down climb on the slab. If you are on the right arete you have traversed too far right and you are doing a different variation of the problem."
119826066,Location,The right line on the south face,Location`The right line on the south face
119826066,Protection,Pads,Protection`Pads
119826033,Description,This a wonderful problem! Sit start with right side pull and left sloper edge on the far left side of the south face. First move is the crux and it’s a fun big throw to a jug. Follow the good holds till you get to the top and top out. Down climb is the slab on the left.Enjoy,Description`This a wonderful problem! Sit start with right side pull and left sloper edge on the far left side of the south face. First move is the crux and it’s a fun big throw to a jug. Follow the good holds till you get to the top and top out. Down climb is the slab on the left.Enjoy
