year,film,category,winner,has_indicators,name,mpaa_rating,rating_imdb,rating_rtaudience,rating_rtcritic,release_date,format,genre_action,genre_adventure,genre_biography,genre_comedy,genre_crime,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_mystery,genre_romance,genre_sci-fi,genre_sport,genre_thriller,genre_war,genre_western
1972,Adventures In Perception,DOCUMENTARY (Short Subject),0,TRUE,"Han van Gelder, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Art Is..,DOCUMENTARY (Short Subject),0,TRUE,"Julian Krainin and DeWitt L. Sage, Jr., Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Numbers Start With The River,DOCUMENTARY (Short Subject),0,TRUE,"Donald Wrye, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Sentinels Of Silence,DOCUMENTARY (Short Subject),1,TRUE,"Manuel Arango and Robert Amram, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Somebody Waiting,DOCUMENTARY (Short Subject),0,TRUE,"Hal Riney, Dick Snider and Sherwood Omens, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Dodes'ka-Den,INTERNATIONAL FEATURE FILM,0,TRUE,Japan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Emigrants,INTERNATIONAL FEATURE FILM,0,TRUE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Garden Of The Finzi Continis,INTERNATIONAL FEATURE FILM,1,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Policeman,INTERNATIONAL FEATURE FILM,0,TRUE,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Tchaikovsky,INTERNATIONAL FEATURE FILM,0,TRUE,Union of Soviet Socialist Republics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Mary, Queen Of Scots",MUSIC (Original Score),0,TRUE,John Barry,PG-13,7.5,58,85.0704483074108,1972-03-29,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1972,Nicholas And Alexandra,MUSIC (Original Score),0,TRUE,Richard Rodney Bennett,GP,7.3,79,71,1971-12-13,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1972,Shaft,MUSIC (Original Score),0,TRUE,Isaac Hayes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Straw Dogs,MUSIC (Original Score),0,TRUE,Jerry Fielding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Summer Of '42,MUSIC (Original Score),1,TRUE,Michel Legrand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Bedknobs And Broomsticks,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by Irwin Kostal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Boy Friend,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Adaptation Score by Peter Maxwell Davies and Peter Greenwell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Fiddler On The Roof,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Adaptation Score by John Williams,G,8,92,81,1971-11-03,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,Tchaikovsky,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Adaptation Score by Dimitri Tiomkin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Willy Wonka And The Chocolate Factory,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Song Score by Leslie Bricusse and Anthony Newley; Adaptation Score by Walter Scharf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,A Clockwork Orange,BEST PICTURE,0,TRUE,"Stanley Kubrick, Producer",R,8.3,93,90,1972-02-02,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1972,Fiddler On The Roof,BEST PICTURE,0,TRUE,"Norman Jewison, Producer",G,8,92,81,1971-11-03,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1972,The French Connection,BEST PICTURE,1,TRUE,"Philip D'Antoni, Producer",R,7.8,87,98,1971-10-09,NA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,The Last Picture Show,BEST PICTURE,0,TRUE,"Stephen J. Friedman, Producer",R,8.1,90,100,1971-10-22,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,Nicholas And Alexandra,BEST PICTURE,0,TRUE,"Sam Spiegel, Producer",GP,7.3,79,71,1971-12-13,NA,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1972,The Crunch Bird,SHORT FILM (Animated),1,TRUE,"Ted Petok, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Evolution,SHORT FILM (Animated),0,TRUE,"Michael Mills, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Selfish Giant,SHORT FILM (Animated),0,TRUE,"Peter Sander and Murray Shostak, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Good Morning,SHORT FILM (Live Action),0,TRUE,"Denny Evans and Ken Greenwald, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,The Rehearsal,SHORT FILM (Live Action),0,TRUE,"Stephen F. Verona, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Sentinels Of Silence,SHORT FILM (Live Action),1,TRUE,"Manuel Arango and Robert Amram, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,Bedknobs And Broomsticks,VISUAL EFFECTS,1,TRUE,"Alan Maley, Eustace Lycett, Danny Lee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,When Dinosaurs Ruled The Earth,VISUAL EFFECTS,0,TRUE,"Jim Danforth, Roger Dicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Ape And Super-Ape,DOCUMENTARY (Feature),0,TRUE,"Bert Haanstra, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Malcolm X,DOCUMENTARY (Feature),0,TRUE,"Marvin Worth and Arnold Perl, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Manson,DOCUMENTARY (Feature),0,TRUE,"Robert Hendrickson and Laurence Merrick, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Marjoe,DOCUMENTARY (Feature),1,TRUE,"Howard Smith and Sarah Kernochan, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Silent Revolution,DOCUMENTARY (Feature),0,TRUE,"Eckehard Munck, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Hundertwasser's Rainy Day,DOCUMENTARY (Short Subject),0,TRUE,"Peter Schamoni, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,K-Z,DOCUMENTARY (Short Subject),0,TRUE,"Giorgio Treves, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Selling Out,DOCUMENTARY (Short Subject),0,TRUE,"Tadeusz Jaworski, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,This Tiny World,DOCUMENTARY (Short Subject),1,TRUE,"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Tide Of Traffic,DOCUMENTARY (Short Subject),0,TRUE,"Humphrey Swingler, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Dawns Here Are Quiet,INTERNATIONAL FEATURE FILM,0,TRUE,Union of Soviet Socialist Republics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Discreet Charm Of The Bourgeoisie,INTERNATIONAL FEATURE FILM,1,TRUE,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,I Love You Rosa,INTERNATIONAL FEATURE FILM,0,TRUE,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,My Dearest Señorita,INTERNATIONAL FEATURE FILM,0,TRUE,Spain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The New Land,INTERNATIONAL FEATURE FILM,0,TRUE,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Godfather,MUSIC (Original Score),0,TRUE,Nino Rota,R,9.2,98,99,1972-03-24,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Images,MUSIC (Original Score),0,TRUE,John Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Limelight,MUSIC (Original Score),1,TRUE,"Charles Chaplin, Raymond Rasch, Larry Russell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Napoleon And Samantha,MUSIC (Original Score),0,TRUE,Buddy Baker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,The Poseidon Adventure,MUSIC (Original Score),0,TRUE,John Williams,PG,7.1,75,79,1972-12-13,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Sleuth,MUSIC (Original Score),0,TRUE,John Addison,PG,8.1,90,96,1973-07-12,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1973,Cabaret,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Adaptation Score by Ralph Burns,PG,7.9,87,97,1972-02-13,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Lady Sings The Blues,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Adaptation Score by Gil Askey,R,7.1,87,75,1972-10-12,NA,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1973,Man Of La Mancha,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Adaptation Score by Laurence Rosenthal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Cabaret,BEST PICTURE,0,TRUE,"Cy Feuer, Producer",PG,7.9,87,97,1972-02-13,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Deliverance,BEST PICTURE,0,TRUE,"John Boorman, Producer",R,7.7,82,93,1972-09-20,NA,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1973,The Emigrants,BEST PICTURE,0,TRUE,"Bengt Forslund, Producer",PG,8,88,89,1971-03-08,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1973,The Godfather,BEST PICTURE,1,TRUE,"Albert S. Ruddy, Producer",R,9.2,98,99,1972-03-24,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,Sounder,BEST PICTURE,0,TRUE,"Robert B. Radnitz, Producer",G,7.7,77,88,1973-05-10,NA,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1973,A Christmas Carol,SHORT FILM (Animated),1,TRUE,"Richard Williams, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Kama Sutra Rides Again,SHORT FILM (Animated),0,TRUE,"Bob Godfrey, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Tup Tup,SHORT FILM (Animated),0,TRUE,"Nedeljko Dragic, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Frog Story,SHORT FILM (Live Action),0,TRUE,"Ron Satlof and Ray Gideon, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Norman Rockwell's World...An American Dream,SHORT FILM (Live Action),1,TRUE,"Richard Barclay, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Solo,SHORT FILM (Live Action),0,TRUE,"David Adams, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Always A New Beginning,DOCUMENTARY (Feature),0,TRUE,"John D. Goodell, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Battle Of Berlin,DOCUMENTARY (Feature),0,TRUE,"Bengt von zur Muehlen, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The Great American Cowboy,DOCUMENTARY (Feature),1,TRUE,"Kieth Merrill, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Journey To The Outer Limits,DOCUMENTARY (Feature),0,TRUE,"Alex Grasshoff, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Walls Of Fire,DOCUMENTARY (Feature),0,TRUE,"Gertrude Ross Marks and Edmund F. Penney, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Background,DOCUMENTARY (Short Subject),0,TRUE,"Carmen D'Avino, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Children At Work (Paisti Ag Obair),DOCUMENTARY (Short Subject),0,TRUE,"Louis Marcus, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Christo's Valley Curtain,DOCUMENTARY (Short Subject),0,TRUE,"Albert Maysles and David Maysles, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Four Stones For Kanemitsu,DOCUMENTARY (Short Subject),0,TRUE,"Terry Sanders and June Wayne, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Princeton: A Search For Answers,DOCUMENTARY (Short Subject),1,TRUE,"Julian Krainin and DeWitt L. Sage, Jr., Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Day For Night,INTERNATIONAL FEATURE FILM,1,TRUE,France,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The House On Chelouche Street,INTERNATIONAL FEATURE FILM,0,TRUE,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,L'invitation,INTERNATIONAL FEATURE FILM,0,TRUE,Switzerland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The Pedestrian,INTERNATIONAL FEATURE FILM,0,TRUE,West Germany,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Turkish Delight,INTERNATIONAL FEATURE FILM,0,TRUE,The Netherlands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Cinderella Liberty,MUSIC (Original Score),0,TRUE,John Williams,R,6.8,63,85.0704483074108,1974-04-07,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,The Day Of The Dolphin,MUSIC (Original Score),0,TRUE,Georges Delerue,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Papillon,MUSIC (Original Score),0,TRUE,Jerry Goldsmith,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,A Touch Of Class,MUSIC (Original Score),0,TRUE,John Cameron,PG,6.5,65,91,1973-08-09,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,The Way We Were,MUSIC (Original Score),1,TRUE,Marvin Hamlisch,PG,7.1,82,63,1973-10-19,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,Jesus Christ Superstar,MUSIC (Original Song Score or Adaptation Score),0,TRUE,"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The Sting,MUSIC (Original Song Score or Adaptation Score),1,TRUE,Adaptation Score by Marvin Hamlisch,PG,8.3,95,93,1973-12-25,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Tom Sawyer,MUSIC (Original Song Score or Adaptation Score),0,TRUE,Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,American Graffiti,BEST PICTURE,0,TRUE,"Francis Ford Coppola, Producer; Gary Kurtz, Co-Producer",PG,7.5,84,95,1973-09-01,NA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,Cries And Whispers,BEST PICTURE,0,TRUE,"Ingmar Bergman, Producer",R,8.2,91,89,1973-03-05,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,The Exorcist,BEST PICTURE,0,TRUE,"William Peter Blatty, Producer",R,8,87,86,1973-12-26,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1974,The Sting,BEST PICTURE,1,TRUE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",PG,8.3,95,93,1973-12-25,NA,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,A Touch Of Class,BEST PICTURE,0,TRUE,"Melvin Frank, Producer",PG,6.5,65,91,1973-08-09,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1974,Frank Film,SHORT FILM (Animated),1,TRUE,"Frank Mouris, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The Legend Of John Henry,SHORT FILM (Animated),0,TRUE,"Nick Bosustow and David Adams, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Pulcinella,SHORT FILM (Animated),0,TRUE,"Emanuele Luzzati and Giulio Gianini, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,The Bolero,SHORT FILM (Live Action),1,TRUE,"Allan Miller and William Fertik, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Clockmaker,SHORT FILM (Live Action),0,TRUE,"Richard Gayer, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,Life Times Nine,SHORT FILM (Live Action),0,TRUE,"Pen Densham and John Watson, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Antonia: A Portrait Of The Woman,DOCUMENTARY (Feature),0,TRUE,"Judy Collins and Jill Godmilow, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,The Challenge...A Tribute To Modern Art,DOCUMENTARY (Feature),0,TRUE,"Herbert Kline, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,The 81st Blow,DOCUMENTARY (Feature),0,TRUE,"Jacquot Ehrlich, David Bergman and Haim Gouri, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Hearts And Minds,DOCUMENTARY (Feature),1,TRUE,"Peter Davis and Bert Schneider, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,The Wild And The Brave,DOCUMENTARY (Feature),0,TRUE,"Natalie R. Jones and Eugene S. Jones, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,City Out Of Wilderness,DOCUMENTARY (Short Subject),0,TRUE,"Francis Thompson, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Don't,DOCUMENTARY (Short Subject),1,TRUE,"Robin Lehman, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Exploratorium,DOCUMENTARY (Short Subject),0,TRUE,"Jon Boorstin, Producer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,John Muir's High Sierra,DOCUMENTARY (Short Subject),0,TRUE,"Dewitt Jones and Lesley Foster, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Naked Yoga,DOCUMENTARY (Short Subject),0,TRUE,"Ronald S. Kass and Mervyn Lloyd, Producers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Amarcord,INTERNATIONAL FEATURE FILM,1,TRUE,Italy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Cats' Play,INTERNATIONAL FEATURE FILM,0,TRUE,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,The Deluge,INTERNATIONAL FEATURE FILM,0,TRUE,Poland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
