hex,rank,emoji,year,category,subcategory,name,source
\x{1F6C4},1185,🛄,2010,Symbols,transport-sign,baggage claim,2019
\x{1F1EE 1F1F8},1186,🇮🇸,2010,Flags,country-flag,flag: Iceland,2019
\x{1F3EC},1187,🏬,2014,Travel & Places,place-building,department store,2019
\x{1F468 200D 1F3A4},1188,👨‍🎤,2016,People & Body,person-role,man singer,2019
\x{1F550},1189,🕐,2010,Travel & Places,time,one o’clock,2019
\x{1F3A6},1190,🎦,2014,Symbols,av-symbol,cinema,2019
\x{1F468 200D 1F4BC},1191,👨‍💼,2016,People & Body,person-role,man office worker,2019
\x{1F4B9},1192,💹,2014,Objects,money,chart increasing with yen,2019
\x{2638 FE0F},1193,☸️,1995,Symbols,religion,wheel of dharma,2019
\x{1F4F4},1194,📴,2014,Symbols,av-symbol,mobile phone off,2019
\x{1F469 200D 1F9B3},1195,👩‍🦳,2018,People & Body,person,woman: white hair,2019
\x{1F4D0},1196,📐,2014,Objects,office,triangular ruler,2019
\x{1F5B1 FE0F},1197,🖱️,2014,Objects,computer,computer mouse,2019
\x{1F9F5},1198,🧵,2018,Activities,arts & crafts,thread,2019
\x{1F1ED 1F1F9},1199,🇭🇹,2010,Flags,country-flag,flag: Haiti,2019
\x{1F1F8 1F1F3},1200,🇸🇳,2010,Flags,country-flag,flag: Senegal,2019
\x{1F529},1201,🔩,2015,Objects,tool,nut and bolt,2019
\x{1F232},1202,🈲,2010,Symbols,alphanum,Japanese “prohibited” button,2019
\x{1F3B4},1203,🎴,2014,Activities,game,flower playing cards,2019
\x{1F9F3},1204,🧳,2018,Travel & Places,hotel,luggage,2019
\x{1F4F3},1205,📳,2014,Symbols,av-symbol,vibration mode,2019
\x{2626 FE0F},1206,☦️,1995,Symbols,religion,orthodox cross,2019
\x{1F686},1207,🚆,2010,Travel & Places,transport-ground,train,2019
\x{1F4C1},1208,📁,2014,Objects,office,file folder,2019
\x{1F9A2},1209,🦢,2018,Animals & Nature,animal-bird,swan,2019
\x{1F4D4},1210,📔,2014,Objects,book-paper,notebook with decorative cover,2019
\x{1F1E6 1F1EB},1211,🇦🇫,2010,Flags,country-flag,flag: Afghanistan,2019
\x{1F469 200D 1F3A8},1212,👩‍🎨,2016,People & Body,person-role,woman artist,2019
\x{1F9F6},1213,🧶,2018,Activities,arts & crafts,yarn,2019
\x{1F551},1214,🕑,2010,Travel & Places,time,two o’clock,2019
\x{1F6B8},1215,🚸,2010,Symbols,warning,children crossing,2019
\x{1F9E3},1216,🧣,2017,Objects,clothing,scarf,2019
\x{1F468 200D 1F680},1217,👨‍🚀,2016,People & Body,person-role,man astronaut,2019
\x{1F1E7 1F1ED},1218,🇧🇭,2010,Flags,country-flag,flag: Bahrain,2019
\x{1F3ED},1219,🏭,2014,Travel & Places,place-building,factory,2019
\x{1F3FA},1220,🏺,2014,Food & Drink,dishware,amphora,2019
\x{1F1EC 1F1F3},1221,🇬🇳,2010,Flags,country-flag,flag: Guinea,2019
\x{1F93D},1222,🤽,2016,People & Body,person-sport,person playing water polo,2019
\x{1F6E5 FE0F},1223,🛥️,2014,Travel & Places,transport-water,motor boat,2019
\x{1F9C2},1224,🧂,2018,Food & Drink,food-prepared,salt,2019
\x{1F1F2 1F1F1},1225,🇲🇱,2010,Flags,country-flag,flag: Mali,2019
\x{1F301},1226,🌁,2010,Travel & Places,place-other,foggy,2019
\x{1F936},1227,🤶,2016,People & Body,person-fantasy,Mrs. Claus,2019
\x{1F1E6 1F1FF},1228,🇦🇿,2010,Flags,country-flag,flag: Azerbaijan,2019
\x{1F4BD},1229,💽,2014,Objects,computer,computer disk,2019
\x{1F9FA},1230,🧺,2018,Objects,household,basket,2019
\x{1F468 200D 1F9B2},1231,👨‍🦲,2018,People & Body,person,man: bald,2019
\x{1F1E6 1F1F4},1232,🇦🇴,2010,Flags,country-flag,flag: Angola,2019
\x{1F68E},1233,🚎,2010,Travel & Places,transport-ground,trolleybus,2019
\x{1F1EE 1F1F7},1234,🇮🇷,2010,Flags,country-flag,flag: Iran,2019
\x{1F1F3 1F1F5},1235,🇳🇵,2010,Flags,country-flag,flag: Nepal,2019
\x{1F5D2 FE0F},1236,🗒️,2014,Objects,office,spiral notepad,2019
\x{1F1E8 1F1E9},1237,🇨🇩,2010,Flags,country-flag,flag: Congo - Kinshasa,2019
\x{1F6CB FE0F},1238,🛋️,2014,Objects,household,couch and lamp,2019
\x{2328 FE0F},1239,⌨️,1995,Objects,computer,keyboard,2019
\x{1F18E},1240,🆎,2010,Symbols,alphanum,AB button (blood type),2019
\x{1F9D7},1241,🧗,2017,People & Body,person-activity,person climbing,2019
\x{1F9FD},1242,🧽,2018,Objects,household,sponge,2019
\x{1F9E5},1243,🧥,2017,Objects,clothing,coat,2019
\x{1F1F0 1F1EA},1244,🇰🇪,2010,Flags,country-flag,flag: Kenya,2019
\x{1F6F6},1245,🛶,2016,Travel & Places,transport-water,canoe,2019
\x{1F4D1},1246,📑,2014,Objects,book-paper,bookmark tabs,2019
\x{1F45D},1247,👝,2014,Objects,clothing,clutch bag,2019
\x{1F1E6 1F1F2},1248,🇦🇲,2010,Flags,country-flag,flag: Armenia,2019
\x{23EF FE0F},1249,⏯️,2010,Symbols,av-symbol,play or pause button,2019
\x{1F1EC 1F1EA},1250,🇬🇪,2010,Flags,country-flag,flag: Georgia,2019
\x{1F6F9},1251,🛹,2018,Travel & Places,transport-ground,skateboard,2019
\x{1F4B1},1252,💱,2014,Objects,money,currency exchange,2019
\x{1F468 200D 1F3A8},1253,👨‍🎨,2016,People & Body,person-role,man artist,2019
\x{1F1E7 1F1EC},1254,🇧🇬,2010,Flags,country-flag,flag: Bulgaria,2019
\x{1F1EA 1F1E6},1255,🇪🇦,2010,Flags,country-flag,flag: Ceuta & Melilla,2019
\x{1F469 200D 2696 FE0F},1256,👩‍⚖️,2016,People & Body,person-role,woman judge,2019
\x{1F553},1257,🕓,2010,Travel & Places,time,four o’clock,2019
\x{1F469 200D 1F680},1258,👩‍🚀,2016,People & Body,person-role,woman astronaut,2019
\x{1F69E},1259,🚞,2010,Travel & Places,transport-ground,mountain railway,2019
\x{1F468 200D 1F692},1260,👨‍🚒,2016,People & Body,person-role,man firefighter,2019
\x{1F9F4},1261,🧴,2018,Objects,household,lotion bottle,2019
\x{1F196},1262,🆖,2010,Symbols,alphanum,NG button,2019
\x{1F500},1263,🔀,2015,Symbols,av-symbol,shuffle tracks button,2019
\x{1F468 200D 1F52C},1264,👨‍🔬,2016,People & Body,person-role,man scientist,2019
\x{1F468 200D 2696 FE0F},1265,👨‍⚖️,2016,People & Body,person-role,man judge,2019
\x{1F468 200D 1F469 200D 1F466 200D 1F466},1266,👨‍👩‍👦‍👦,2010,People & Body,family,"family: man, woman, boy, boy",2019
\x{1F3F4 E0067 E0062 E0077 E006C E0073 E007F},1267,🏴󠁧󠁢󠁷󠁬󠁳󠁿,2017,Flags,subdivision-flag,flag: Wales,2019
\x{1F960},1268,🥠,2017,Food & Drink,food-asian,fortune cookie,2019
\x{1F6B3},1269,🚳,2010,Symbols,warning,no bicycles,2019
\x{1F1E7 1F1EF},1270,🇧🇯,2010,Flags,country-flag,flag: Benin,2019
\x{1F1F2 1F1EC},1271,🇲🇬,2010,Flags,country-flag,flag: Madagascar,2019
\x{1F1EA 1F1EA},1272,🇪🇪,2010,Flags,country-flag,flag: Estonia,2019
\x{23ED FE0F},1273,⏭️,2010,Symbols,av-symbol,next track button,2019
\x{1F998},1274,🦘,2018,Animals & Nature,animal-mammal,kangaroo,2019
\x{1F54E},1275,🕎,2014,Symbols,religion,menorah,2019
\x{1F21A},1276,🈚,2009,Symbols,alphanum,Japanese “free of charge” button,2019
\x{1F6A1},1277,🚡,2010,Travel & Places,transport-air,aerial tramway,2019
\x{1F555},1278,🕕,2010,Travel & Places,time,six o’clock,2019
\x{265F FE0F},1279,♟️,2018,Activities,game,chess pawn,2019
\x{1F96E},1280,🥮,2018,Food & Drink,food-asian,moon cake,2019
\x{1F1F7 1F1F8},1281,🇷🇸,2010,Flags,country-flag,flag: Serbia,2019
\x{1F251},1282,🉑,2010,Symbols,alphanum,Japanese “acceptable” button,2019
\x{1F4C2},1283,📂,2014,Objects,office,open file folder,2019
\x{1F1F9 1F1FF},1284,🇹🇿,2010,Flags,country-flag,flag: Tanzania,2019
\x{1F4EB},1285,📫,2014,Objects,mail,closed mailbox with raised flag,2019
\x{1F558},1286,🕘,2010,Travel & Places,time,nine o’clock,2019
\x{1F68A},1287,🚊,2010,Travel & Places,transport-ground,tram,2019
\x{1F688},1288,🚈,2010,Travel & Places,transport-ground,light rail,2019
\x{1F999},1289,🦙,2018,Animals & Nature,animal-mammal,llama,2019
\x{1F502},1290,🔂,2015,Symbols,av-symbol,repeat single button,2019
\x{1F99D},1291,🦝,2018,Animals & Nature,animal-mammal,raccoon,2019
\x{2797},1292,➗,2010,Symbols,other-symbol,division sign,2019
\x{1F557},1293,🕗,2010,Travel & Places,time,eight o’clock,2019
\x{1F468 200D 1F469 200D 1F467 200D 1F467},1294,👨‍👩‍👧‍👧,2010,People & Body,family,"family: man, woman, girl, girl",2019
\x{1F239},1295,🈹,2010,Symbols,alphanum,Japanese “discount” button,2019
\x{1F1F1 1F1FA},1296,🇱🇺,2010,Flags,country-flag,flag: Luxembourg,2019
\x{1F6E4 FE0F},1297,🛤️,2014,Travel & Places,transport-ground,railway track,2019
\x{1F1FA 1F1EC},1298,🇺🇬,2010,Flags,country-flag,flag: Uganda,2019
\x{1F556},1299,🕖,2010,Travel & Places,time,seven o’clock,2019
\x{1F234},1300,🈴,2010,Symbols,alphanum,Japanese “passing grade” button,2019
\x{1F468 200D 1F527},1301,👨‍🔧,2016,People & Body,person-role,man mechanic,2019
\x{1F94D},1302,🥍,2018,Activities,sport,lacrosse,2019
\x{1F50F},1303,🔏,2015,Objects,lock,locked with pen,2019
\x{1F1E7 1F1FC},1304,🇧🇼,2010,Flags,country-flag,flag: Botswana,2019
\x{1F6B7},1305,🚷,2010,Symbols,warning,no pedestrians,2019
\x{1F1F2 1F1F0},1306,🇲🇰,2010,Flags,country-flag,flag: North Macedonia,2019
\x{1F1F1 1F1FB},1307,🇱🇻,2010,Flags,country-flag,flag: Latvia,2019
\x{1F559},1308,🕙,2010,Travel & Places,time,ten o’clock,2019
\x{1F1F9 1F1F9},1309,🇹🇹,2010,Flags,country-flag,flag: Trinidad & Tobago,2019
\x{1F1F1 1F1F9},1310,🇱🇹,2010,Flags,country-flag,flag: Lithuania,2019
\x{1F469 200D 2764 FE0F 200D 1F48B 200D 1F468},1311,👩‍❤️‍💋‍👨,2010,People & Body,family,"kiss: woman, man",2019
\x{1F468 200D 1F467},1312,👨‍👧,2016,People & Body,family,"family: man, girl",2019
\x{1F4DF},1313,📟,2014,Objects,phone,pager,2019
\x{1F469 200D 2708 FE0F},1314,👩‍✈️,2016,People & Body,person-role,woman pilot,2019
\x{23F8 FE0F},1315,⏸️,2014,Symbols,av-symbol,pause button,2019
\x{1F469 200D 1F692},1316,👩‍🚒,2016,People & Body,person-role,woman firefighter,2019
\x{1F97D},1317,🥽,2018,Objects,clothing,goggles,2019
\x{1F1FF 1F1FC},1318,🇿🇼,2010,Flags,country-flag,flag: Zimbabwe,2019
\x{1F961},1319,🥡,2017,Food & Drink,food-asian,takeout box,2019
\x{1F1F8 1F1F0},1320,🇸🇰,2010,Flags,country-flag,flag: Slovakia,2019
\x{1F9ED},1321,🧭,2018,Travel & Places,place-map,compass,2019
\x{1F554},1322,🕔,2010,Travel & Places,time,five o’clock,2019
\x{1F9FB},1323,🧻,2018,Objects,household,roll of paper,2019
\x{1F9FE},1324,🧾,2018,Objects,money,receipt,2019
\x{1F1F4 1F1F2},1325,🇴🇲,2010,Flags,country-flag,flag: Oman,2019
\x{1F4BE},1326,💾,2014,Objects,computer,floppy disk,2019
\x{1F4E4},1327,📤,2014,Objects,mail,outbox tray,2019
\x{2697 FE0F},1328,⚗️,2005,Objects,science,alembic,2019
\x{1F520},1329,🔠,2015,Symbols,alphanum,input latin uppercase,2019
\x{1F69D},1330,🚝,2010,Travel & Places,transport-ground,monorail,2019
\x{1F97C},1331,🥼,2018,Objects,clothing,lab coat,2019
\x{1F191},1332,🆑,2010,Symbols,alphanum,CL button,2019
\x{1F469 200D 1F9B2},1333,👩‍🦲,2018,People & Body,person,woman: bald,2019
\x{1F1F2 1F1F2},1334,🇲🇲,2010,Flags,country-flag,flag: Myanmar (Burma),2019
\x{1F468 200D 1F466},1335,👨‍👦,2016,People & Body,family,"family: man, boy",2019
\x{1F99B},1336,🦛,2018,Animals & Nature,animal-mammal,hippopotamus,2019
\x{1F1F2 1F1F9},1337,🇲🇹,2010,Flags,country-flag,flag: Malta,2019
\x{1F55A},1338,🕚,2010,Travel & Places,time,eleven o’clock,2019
\x{1F1E7 1F1E6},1339,🇧🇦,2010,Flags,country-flag,flag: Bosnia & Herzegovina,2019
\x{1F9EE},1340,🧮,2018,Objects,computer,abacus,2019
\x{1F469 200D 1F467 200D 1F466},1341,👩‍👧‍👦,2016,People & Body,family,"family: woman, girl, boy",2019
\x{1F3BF},1342,🎿,2014,Activities,sport,skis,2019
\x{1F524},1343,🔤,2015,Symbols,alphanum,input latin letters,2019
\x{1F9E7},1344,🧧,2018,Activities,event,red envelope,2019
\x{1F9EF},1345,🧯,2018,Objects,household,fire extinguisher,2019
\x{1F236},1346,🈶,2010,Symbols,alphanum,Japanese “not free of charge” button,2019
\x{1F9F7},1347,🧷,2018,Objects,household,safety pin,2019
\x{1F6B1},1348,🚱,2010,Symbols,warning,non-potable water,2019
\x{1F68F},1349,🚏,2010,Travel & Places,transport-ground,bus stop,2019
\x{1F1F3 1F1EA},1350,🇳🇪,2010,Flags,country-flag,flag: Niger,2019
\x{1F469 200D 1F527},1351,👩‍🔧,2016,People & Body,person-role,woman mechanic,2019
\x{1F1E7 1F1F8},1352,🇧🇸,2010,Flags,country-flag,flag: Bahamas,2019
\x{1F54D},1353,🕍,2014,Travel & Places,place-religious,synagogue,2019
\x{1F1F0 1F1ED},1354,🇰🇭,2010,Flags,country-flag,flag: Cambodia,2019
\x{1F522},1355,🔢,2015,Symbols,alphanum,input numbers,2019
\x{1F1E8 1F1FE},1356,🇨🇾,2010,Flags,country-flag,flag: Cyprus,2019
\x{1F4ED},1357,📭,2014,Objects,mail,open mailbox with lowered flag,2019
\x{1F4EA},1358,📪,2014,Objects,mail,closed mailbox with lowered flag,2019
\x{1F233},1359,🈳,2010,Symbols,alphanum,Japanese “vacancy” button,2019
\x{1F9EB},1360,🧫,2018,Objects,science,petri dish,2019
\x{1F1F2 1F1F7},1361,🇲🇷,2010,Flags,country-flag,flag: Mauritania,2019
\x{1F469 200D 2764 FE0F 200D 1F468},1362,👩‍❤️‍👨,2010,People & Body,family,"couple with heart: woman, man",2019
\x{1F469 200D 1F469 200D 1F467},1363,👩‍👩‍👧,2010,People & Body,family,"family: woman, woman, girl",2019
\x{1F1F0 1F1FF},1364,🇰🇿,2010,Flags,country-flag,flag: Kazakhstan,2019
\x{1F5A8 FE0F},1365,🖨️,2014,Objects,computer,printer,2019
\x{23EE FE0F},1366,⏮️,2010,Symbols,av-symbol,last track button,2019
\x{1F1EC 1F1FE},1367,🇬🇾,2010,Flags,country-flag,flag: Guyana,2019
\x{1F1F8 1F1EE},1368,🇸🇮,2010,Flags,country-flag,flag: Slovenia,2019
\x{1F1E7 1F1FE},1369,🇧🇾,2010,Flags,country-flag,flag: Belarus,2019
\x{1F1F8 1F1F4},1370,🇸🇴,2010,Flags,country-flag,flag: Somalia,2019
\x{1F560},1371,🕠,2010,Travel & Places,time,five-thirty,2019
\x{1F1E6 1F1FC},1372,🇦🇼,2010,Flags,country-flag,flag: Aruba,2019
\x{1F5B2 FE0F},1373,🖲️,2014,Objects,computer,trackball,2019
\x{26B1 FE0F},1374,⚱️,2005,Objects,other-object,funeral urn,2019
\x{1F1F2 1F1EA},1375,🇲🇪,2010,Flags,country-flag,flag: Montenegro,2019
\x{1F1FF 1F1F2},1376,🇿🇲,2010,Flags,country-flag,flag: Zambia,2019
\x{1F1E7 1F1E7},1377,🇧🇧,2010,Flags,country-flag,flag: Barbados,2019
\x{1F1F9 1F1EF},1378,🇹🇯,2010,Flags,country-flag,flag: Tajikistan,2019
\x{1F1E8 1F1EC},1379,🇨🇬,2010,Flags,country-flag,flag: Congo - Brazzaville,2019
\x{1F1FA 1F1FF},1380,🇺🇿,2010,Flags,country-flag,flag: Uzbekistan,2019
\x{1F1F8 1F1F1},1381,🇸🇱,2010,Flags,country-flag,flag: Sierra Leone,2019
\x{1F1F3 1F1E6},1382,🇳🇦,2010,Flags,country-flag,flag: Namibia,2019
\x{1F69F},1383,🚟,2010,Travel & Places,transport-air,suspension railway,2019
\x{1F1E7 1F1EE},1384,🇧🇮,2010,Flags,country-flag,flag: Burundi,2019
\x{1F1FD 1F1F0},1385,🇽🇰,2010,Flags,country-flag,flag: Kosovo,2019
\x{1F1E6 1F1EE},1386,🇦🇮,2010,Flags,country-flag,flag: Anguilla,2019
\x{1F94F},1387,🥏,2018,Activities,sport,flying disc,2019
\x{1F1EA 1F1F9},1388,🇪🇹,2010,Flags,country-flag,flag: Ethiopia,2019
\x{1F469 200D 1F469 200D 1F467 200D 1F467},1389,👩‍👩‍👧‍👧,2010,People & Body,family,"family: woman, woman, girl, girl",2019
\x{1F1E6 1F1EC},1390,🇦🇬,2010,Flags,country-flag,flag: Antigua & Barbuda,2019
\x{1F468 200D 1F3ED},1391,👨‍🏭,2016,People & Body,person-role,man factory worker,2019
\x{1F469 200D 1F467 200D 1F467},1392,👩‍👧‍👧,2016,People & Body,family,"family: woman, girl, girl",2019
\x{1F468 200D 1F468 200D 1F467 200D 1F467},1393,👨‍👨‍👧‍👧,2010,People & Body,family,"family: man, man, girl, girl",2019
\x{1F22F},1394,🈯,2009,Symbols,alphanum,Japanese “reserved” button,2019
\x{1F6A0},1395,🚠,2010,Travel & Places,transport-air,mountain cableway,2019
\x{1F55F},1396,🕟,2010,Travel & Places,time,four-thirty,2019
\x{1F468 200D 1F468 200D 1F466 200D 1F466},1397,👨‍👨‍👦‍👦,2010,People & Body,family,"family: man, man, boy, boy",2019
\x{1F469 200D 1F469 200D 1F467 200D 1F466},1398,👩‍👩‍👧‍👦,2010,People & Body,family,"family: woman, woman, girl, boy",2019
\x{1F1F7 1F1FC},1399,🇷🇼,2010,Flags,country-flag,flag: Rwanda,2019
\x{1F1E6 1F1FD},1400,🇦🇽,2010,Flags,country-flag,flag: Åland Islands,2019
\x{1F9B2},1401,🦲,2018,Component,hair-style,bald,2019
\x{1F469 200D 1F466 200D 1F466},1402,👩‍👦‍👦,2016,People & Body,family,"family: woman, boy, boy",2019
\x{1F1EB 1F1EF},1403,🇫🇯,2010,Flags,country-flag,flag: Fiji,2019
\x{1F97F},1404,🥿,2018,Objects,clothing,flat shoe,2019
\x{1F94C},1405,🥌,2017,Activities,sport,curling stone,2019
\x{1F9F0},1406,🧰,2018,Objects,tool,toolbox,2019
\x{1F1E6 1F1F8},1407,🇦🇸,2010,Flags,country-flag,flag: American Samoa,2019
\x{1F1F9 1F1E9},1408,🇹🇩,2010,Flags,country-flag,flag: Chad,2019
\x{1F468 200D 1F467 200D 1F466},1409,👨‍👧‍👦,2016,People & Body,family,"family: man, girl, boy",2019
\x{1F1E6 1F1E9},1410,🇦🇩,2010,Flags,country-flag,flag: Andorra,2019
\x{1F9A1},1411,🦡,2018,Animals & Nature,animal-mammal,badger,2019
\x{1F1EC 1F1F2},1412,🇬🇲,2010,Flags,country-flag,flag: Gambia,2019
\x{1F1EC 1F1E6},1413,🇬🇦,2010,Flags,country-flag,flag: Gabon,2019
\x{1F5C2 FE0F},1414,🗂️,2014,Objects,office,card index dividers,2019
\x{1F1E7 1F1F2},1415,🇧🇲,2010,Flags,country-flag,flag: Bermuda,2019
\x{1F469 200D 1F3ED},1416,👩‍🏭,2016,People & Body,person-role,woman factory worker,2019
\x{1F55D},1417,🕝,2010,Travel & Places,time,two-thirty,2019
\x{1F566},1418,🕦,2010,Travel & Places,time,eleven-thirty,2019
\x{1F562},1419,🕢,2010,Travel & Places,time,seven-thirty,2019
\x{1F55C},1420,🕜,2010,Travel & Places,time,one-thirty,2019
\x{1F1F2 1F1F3},1421,🇲🇳,2010,Flags,country-flag,flag: Mongolia,2019
\x{1F1F9 1F1EC},1422,🇹🇬,2010,Flags,country-flag,flag: Togo,2019
\x{1F564},1423,🕤,2010,Travel & Places,time,nine-thirty,2019
\x{1F1F2 1F1FF},1424,🇲🇿,2010,Flags,country-flag,flag: Mozambique,2019
\x{1F468 200D 1F468 200D 1F466},1425,👨‍👨‍👦,2010,People & Body,family,"family: man, man, boy",2019
\x{1F202 FE0F},1426,🈂️,2010,Symbols,alphanum,Japanese “service charge” button,2019
\x{1F1EC 1F1FC},1427,🇬🇼,2010,Flags,country-flag,flag: Guinea-Bissau,2019
\x{1F1E7 1F1F3},1428,🇧🇳,2010,Flags,country-flag,flag: Brunei,2019
\x{1F1F2 1F1FB},1429,🇲🇻,2010,Flags,country-flag,flag: Maldives,2019
\x{1F567},1430,🕧,2010,Travel & Places,time,twelve-thirty,2019
\x{1F1F2 1F1F4},1431,🇲🇴,2010,Flags,country-flag,flag: Macao SAR China,2019
\x{1F561},1432,🕡,2010,Travel & Places,time,six-thirty,2019
\x{26CE},1433,⛎,2010,Symbols,zodiac,Ophiuchus,2019
\x{1F1F9 1F1F4},1434,🇹🇴,2010,Flags,country-flag,flag: Tonga,2019
\x{1F563},1435,🕣,2010,Travel & Places,time,eight-thirty,2019
\x{1F468 200D 1F468 200D 1F467 200D 1F466},1436,👨‍👨‍👧‍👦,2010,People & Body,family,"family: man, man, girl, boy",2019
\x{1F1EA 1F1F7},1437,🇪🇷,2010,Flags,country-flag,flag: Eritrea,2019
\x{1F1E6 1F1E8},1438,🇦🇨,2010,Flags,country-flag,flag: Ascension Island,2019
\x{1F1F0 1F1EC},1439,🇰🇬,2010,Flags,country-flag,flag: Kyrgyzstan,2019
\x{1F1E6 1F1F6},1440,🇦🇶,2010,Flags,country-flag,flag: Antarctica,2019
\x{1F1E8 1F1FB},1441,🇨🇻,2010,Flags,country-flag,flag: Cape Verde,2019
\x{1F1E7 1F1EB},1442,🇧🇫,2010,Flags,country-flag,flag: Burkina Faso,2019
\x{1F1F0 1F1F5},1443,🇰🇵,2010,Flags,country-flag,flag: North Korea,2019
\x{1F468 200D 1F466 200D 1F466},1444,👨‍👦‍👦,2016,People & Body,family,"family: man, boy, boy",2019
\x{1F565},1445,🕥,2010,Travel & Places,time,ten-thirty,2019
\x{1F1F2 1F1E9},1446,🇲🇩,2010,Flags,country-flag,flag: Moldova,2019
\x{1F1EE 1F1E8},1447,🇮🇨,2010,Flags,country-flag,flag: Canary Islands,2019
\x{1F1FB 1F1E6},1448,🇻🇦,2010,Flags,country-flag,flag: Vatican City,2019
\x{1F1EC 1F1E9},1449,🇬🇩,2010,Flags,country-flag,flag: Grenada,2019
\x{1F1EE 1F1F2},1450,🇮🇲,2010,Flags,country-flag,flag: Isle of Man,2019
\x{1F469 200D 1F469 200D 1F466 200D 1F466},1451,👩‍👩‍👦‍👦,2010,People & Body,family,"family: woman, woman, boy, boy",2019
\x{1F1F2 1F1EB},1452,🇲🇫,2010,Flags,country-flag,flag: St. Martin,2019
\x{1F4C7},1453,📇,2014,Objects,office,card index,2019
\x{1F23A},1454,🈺,2010,Symbols,alphanum,Japanese “open for business” button,2019
\x{1F1F1 1F1E6},1455,🇱🇦,2010,Flags,country-flag,flag: Laos,2019
\x{1F6F7},1456,🛷,2017,Activities,sport,sled,2019
\x{1F55E},1457,🕞,2010,Travel & Places,time,three-thirty,2019
\x{1F1F2 1F1FC},1458,🇲🇼,2010,Flags,country-flag,flag: Malawi,2019
\x{1F469 200D 1F469 200D 1F466},1459,👩‍👩‍👦,2010,People & Body,family,"family: woman, woman, boy",2019
\x{1F468 200D 1F468 200D 1F467},1460,👨‍👨‍👧,2010,People & Body,family,"family: man, man, girl",2019
